,fullDate,day,dayOfWeek,month,bimonthly,quarter,fourMonths,year,decade
463,2021-03-31,31,Wednesday,3,2,1,1,2021,2020
464,2021-03-28,28,Sunday,3,2,1,1,2021,2020
465,2021-03-27,27,Saturday,3,2,1,1,2021,2020
466,2021-03-25,25,Thursday,3,2,1,1,2021,2020
467,2021-03-24,24,Wednesday,3,2,1,1,2021,2020
468,2021-03-16,16,Tuesday,3,2,1,1,2021,2020
469,2021-03-15,15,Monday,3,2,1,1,2021,2020
470,2021-03-13,13,Saturday,3,2,1,1,2021,2020
471,2021-03-12,12,Friday,3,2,1,1,2021,2020
472,2021-03-10,10,Wednesday,3,2,1,1,2021,2020
473,2021-03-07,7,Sunday,3,2,1,1,2021,2020
474,2021-03-06,6,Saturday,3,2,1,1,2021,2020
475,2021-03-05,5,Friday,3,2,1,1,2021,2020
476,2021-03-04,4,Thursday,3,2,1,1,2021,2020
477,2021-02-26,26,Friday,2,1,1,1,2021,2020
478,2021-02-23,23,Tuesday,2,1,1,1,2021,2020
479,2021-02-22,22,Monday,2,1,1,1,2021,2020
480,2021-02-21,21,Sunday,2,1,1,1,2021,2020
481,2021-02-20,20,Saturday,2,1,1,1,2021,2020
482,2021-02-14,14,Sunday,2,1,1,1,2021,2020
483,2021-02-05,5,Friday,2,1,1,1,2021,2020
484,2021-02-03,3,Wednesday,2,1,1,1,2021,2020
485,2021-02-02,2,Tuesday,2,1,1,1,2021,2020
486,2021-02-01,1,Monday,2,1,1,1,2021,2020
487,2021-01-31,31,Sunday,1,1,1,1,2021,2020
488,2021-01-30,30,Saturday,1,1,1,1,2021,2020
489,2021-01-29,29,Friday,1,1,1,1,2021,2020
490,2021-01-28,28,Thursday,1,1,1,1,2021,2020
491,2021-01-27,27,Wednesday,1,1,1,1,2021,2020
492,2021-01-26,26,Tuesday,1,1,1,1,2021,2020
493,2021-01-25,25,Monday,1,1,1,1,2021,2020
494,2021-01-24,24,Sunday,1,1,1,1,2021,2020
495,2021-01-23,23,Saturday,1,1,1,1,2021,2020
496,2021-01-22,22,Friday,1,1,1,1,2021,2020
497,2021-01-21,21,Thursday,1,1,1,1,2021,2020
498,2021-01-20,20,Wednesday,1,1,1,1,2021,2020
499,2021-01-19,19,Tuesday,1,1,1,1,2021,2020
500,2021-01-18,18,Monday,1,1,1,1,2021,2020
501,2021-01-17,17,Sunday,1,1,1,1,2021,2020
502,2021-01-16,16,Saturday,1,1,1,1,2021,2020
503,2021-01-15,15,Friday,1,1,1,1,2021,2020
504,2021-01-14,14,Thursday,1,1,1,1,2021,2020
505,2021-01-13,13,Wednesday,1,1,1,1,2021,2020
506,2021-01-12,12,Tuesday,1,1,1,1,2021,2020
507,2021-01-11,11,Monday,1,1,1,1,2021,2020
508,2021-01-10,10,Sunday,1,1,1,1,2021,2020
509,2021-01-09,9,Saturday,1,1,1,1,2021,2020
510,2021-01-08,8,Friday,1,1,1,1,2021,2020
511,2021-01-07,7,Thursday,1,1,1,1,2021,2020
512,2021-01-06,6,Wednesday,1,1,1,1,2021,2020
513,2021-01-05,5,Tuesday,1,1,1,1,2021,2020
514,2021-01-04,4,Monday,1,1,1,1,2021,2020
515,2021-01-03,3,Sunday,1,1,1,1,2021,2020
516,2021-01-02,2,Saturday,1,1,1,1,2021,2020
517,2021-01-01,1,Friday,1,1,1,1,2021,2020
518,2020-12-31,31,Thursday,12,6,4,3,2020,2020
519,2020-12-30,30,Wednesday,12,6,4,3,2020,2020
520,2020-12-29,29,Tuesday,12,6,4,3,2020,2020
521,2020-12-28,28,Monday,12,6,4,3,2020,2020
522,2020-12-27,27,Sunday,12,6,4,3,2020,2020
523,2020-12-26,26,Saturday,12,6,4,3,2020,2020
524,2020-12-25,25,Friday,12,6,4,3,2020,2020
525,2020-12-24,24,Thursday,12,6,4,3,2020,2020
526,2020-12-23,23,Wednesday,12,6,4,3,2020,2020
527,2020-12-22,22,Tuesday,12,6,4,3,2020,2020
528,2020-12-21,21,Monday,12,6,4,3,2020,2020
529,2020-12-20,20,Sunday,12,6,4,3,2020,2020
530,2020-12-19,19,Saturday,12,6,4,3,2020,2020
531,2020-12-18,18,Friday,12,6,4,3,2020,2020
532,2020-12-17,17,Thursday,12,6,4,3,2020,2020
533,2020-12-16,16,Wednesday,12,6,4,3,2020,2020
534,2020-12-15,15,Tuesday,12,6,4,3,2020,2020
535,2020-12-14,14,Monday,12,6,4,3,2020,2020
536,2020-12-13,13,Sunday,12,6,4,3,2020,2020
537,2020-12-12,12,Saturday,12,6,4,3,2020,2020
538,2020-12-11,11,Friday,12,6,4,3,2020,2020
539,2020-12-10,10,Thursday,12,6,4,3,2020,2020
540,2020-12-09,9,Wednesday,12,6,4,3,2020,2020
541,2020-12-08,8,Tuesday,12,6,4,3,2020,2020
542,2020-12-07,7,Monday,12,6,4,3,2020,2020
543,2020-12-06,6,Sunday,12,6,4,3,2020,2020
544,2020-12-05,5,Saturday,12,6,4,3,2020,2020
545,2020-12-04,4,Friday,12,6,4,3,2020,2020
546,2020-12-03,3,Thursday,12,6,4,3,2020,2020
547,2020-12-02,2,Wednesday,12,6,4,3,2020,2020
548,2020-12-01,1,Tuesday,12,6,4,3,2020,2020
549,2020-11-30,30,Monday,11,6,4,3,2020,2020
550,2020-11-29,29,Sunday,11,6,4,3,2020,2020
551,2020-11-28,28,Saturday,11,6,4,3,2020,2020
552,2020-11-27,27,Friday,11,6,4,3,2020,2020
553,2020-11-26,26,Thursday,11,6,4,3,2020,2020
554,2020-11-25,25,Wednesday,11,6,4,3,2020,2020
555,2020-11-24,24,Tuesday,11,6,4,3,2020,2020
556,2020-11-23,23,Monday,11,6,4,3,2020,2020
557,2020-11-22,22,Sunday,11,6,4,3,2020,2020
558,2020-11-21,21,Saturday,11,6,4,3,2020,2020
559,2020-11-20,20,Friday,11,6,4,3,2020,2020
560,2020-11-19,19,Thursday,11,6,4,3,2020,2020
561,2020-11-18,18,Wednesday,11,6,4,3,2020,2020
562,2020-11-17,17,Tuesday,11,6,4,3,2020,2020
563,2020-11-16,16,Monday,11,6,4,3,2020,2020
564,2020-11-15,15,Sunday,11,6,4,3,2020,2020
565,2020-11-14,14,Saturday,11,6,4,3,2020,2020
566,2020-11-13,13,Friday,11,6,4,3,2020,2020
567,2020-11-12,12,Thursday,11,6,4,3,2020,2020
568,2020-11-11,11,Wednesday,11,6,4,3,2020,2020
569,2020-11-10,10,Tuesday,11,6,4,3,2020,2020
570,2020-11-09,9,Monday,11,6,4,3,2020,2020
571,2020-11-08,8,Sunday,11,6,4,3,2020,2020
572,2020-11-07,7,Saturday,11,6,4,3,2020,2020
573,2020-11-06,6,Friday,11,6,4,3,2020,2020
574,2020-11-05,5,Thursday,11,6,4,3,2020,2020
575,2020-11-04,4,Wednesday,11,6,4,3,2020,2020
576,2020-11-03,3,Tuesday,11,6,4,3,2020,2020
577,2020-11-02,2,Monday,11,6,4,3,2020,2020
578,2020-11-01,1,Sunday,11,6,4,3,2020,2020
579,2020-10-31,31,Saturday,10,5,4,3,2020,2020
580,2020-10-30,30,Friday,10,5,4,3,2020,2020
581,2020-10-29,29,Thursday,10,5,4,3,2020,2020
582,2020-10-28,28,Wednesday,10,5,4,3,2020,2020
583,2020-10-27,27,Tuesday,10,5,4,3,2020,2020
584,2020-10-26,26,Monday,10,5,4,3,2020,2020
585,2020-10-25,25,Sunday,10,5,4,3,2020,2020
586,2020-10-24,24,Saturday,10,5,4,3,2020,2020
587,2020-10-23,23,Friday,10,5,4,3,2020,2020
588,2020-10-22,22,Thursday,10,5,4,3,2020,2020
589,2020-10-21,21,Wednesday,10,5,4,3,2020,2020
590,2020-10-20,20,Tuesday,10,5,4,3,2020,2020
591,2020-10-19,19,Monday,10,5,4,3,2020,2020
592,2020-10-18,18,Sunday,10,5,4,3,2020,2020
593,2020-10-17,17,Saturday,10,5,4,3,2020,2020
594,2020-10-16,16,Friday,10,5,4,3,2020,2020
595,2020-10-15,15,Thursday,10,5,4,3,2020,2020
596,2020-10-14,14,Wednesday,10,5,4,3,2020,2020
597,2020-10-13,13,Tuesday,10,5,4,3,2020,2020
598,2020-10-12,12,Monday,10,5,4,3,2020,2020
599,2020-10-11,11,Sunday,10,5,4,3,2020,2020
600,2020-10-10,10,Saturday,10,5,4,3,2020,2020
601,2020-10-08,8,Thursday,10,5,4,3,2020,2020
602,2020-10-07,7,Wednesday,10,5,4,3,2020,2020
603,2020-10-06,6,Tuesday,10,5,4,3,2020,2020
604,2020-10-05,5,Monday,10,5,4,3,2020,2020
605,2020-10-04,4,Sunday,10,5,4,3,2020,2020
606,2020-10-03,3,Saturday,10,5,4,3,2020,2020
607,2020-10-02,2,Friday,10,5,4,3,2020,2020
608,2020-10-01,1,Thursday,10,5,4,3,2020,2020
609,2020-09-30,30,Wednesday,9,5,3,3,2020,2020
610,2020-09-29,29,Tuesday,9,5,3,3,2020,2020
611,2020-09-28,28,Monday,9,5,3,3,2020,2020
612,2020-09-27,27,Sunday,9,5,3,3,2020,2020
613,2020-09-26,26,Saturday,9,5,3,3,2020,2020
614,2020-09-25,25,Friday,9,5,3,3,2020,2020
615,2020-09-24,24,Thursday,9,5,3,3,2020,2020
616,2020-09-23,23,Wednesday,9,5,3,3,2020,2020
617,2020-09-22,22,Tuesday,9,5,3,3,2020,2020
618,2020-09-21,21,Monday,9,5,3,3,2020,2020
619,2020-09-20,20,Sunday,9,5,3,3,2020,2020
620,2020-09-19,19,Saturday,9,5,3,3,2020,2020
621,2020-09-18,18,Friday,9,5,3,3,2020,2020
622,2020-09-17,17,Thursday,9,5,3,3,2020,2020
623,2020-09-16,16,Wednesday,9,5,3,3,2020,2020
624,2020-09-15,15,Tuesday,9,5,3,3,2020,2020
625,2020-09-14,14,Monday,9,5,3,3,2020,2020
626,2020-09-13,13,Sunday,9,5,3,3,2020,2020
627,2020-09-11,11,Friday,9,5,3,3,2020,2020
628,2020-09-10,10,Thursday,9,5,3,3,2020,2020
629,2020-09-09,9,Wednesday,9,5,3,3,2020,2020
630,2020-09-08,8,Tuesday,9,5,3,3,2020,2020
631,2020-09-07,7,Monday,9,5,3,3,2020,2020
632,2020-09-06,6,Sunday,9,5,3,3,2020,2020
633,2020-09-05,5,Saturday,9,5,3,3,2020,2020
634,2020-09-04,4,Friday,9,5,3,3,2020,2020
635,2020-09-03,3,Thursday,9,5,3,3,2020,2020
636,2020-09-02,2,Wednesday,9,5,3,3,2020,2020
637,2020-09-01,1,Tuesday,9,5,3,3,2020,2020
638,2020-08-31,31,Monday,8,4,3,2,2020,2020
639,2020-08-30,30,Sunday,8,4,3,2,2020,2020
640,2020-08-29,29,Saturday,8,4,3,2,2020,2020
641,2020-08-28,28,Friday,8,4,3,2,2020,2020
642,2020-08-27,27,Thursday,8,4,3,2,2020,2020
643,2020-08-26,26,Wednesday,8,4,3,2,2020,2020
644,2020-08-25,25,Tuesday,8,4,3,2,2020,2020
645,2020-08-24,24,Monday,8,4,3,2,2020,2020
646,2020-08-23,23,Sunday,8,4,3,2,2020,2020
647,2020-08-22,22,Saturday,8,4,3,2,2020,2020
648,2020-08-21,21,Friday,8,4,3,2,2020,2020
649,2020-08-20,20,Thursday,8,4,3,2,2020,2020
650,2020-08-19,19,Wednesday,8,4,3,2,2020,2020
651,2020-08-18,18,Tuesday,8,4,3,2,2020,2020
652,2020-08-17,17,Monday,8,4,3,2,2020,2020
653,2020-08-16,16,Sunday,8,4,3,2,2020,2020
654,2020-08-15,15,Saturday,8,4,3,2,2020,2020
655,2020-08-13,13,Thursday,8,4,3,2,2020,2020
656,2020-08-12,12,Wednesday,8,4,3,2,2020,2020
657,2020-08-11,11,Tuesday,8,4,3,2,2020,2020
658,2020-08-10,10,Monday,8,4,3,2,2020,2020
659,2020-08-09,9,Sunday,8,4,3,2,2020,2020
660,2020-08-08,8,Saturday,8,4,3,2,2020,2020
661,2020-08-07,7,Friday,8,4,3,2,2020,2020
662,2020-08-06,6,Thursday,8,4,3,2,2020,2020
663,2020-08-05,5,Wednesday,8,4,3,2,2020,2020
664,2020-08-04,4,Tuesday,8,4,3,2,2020,2020
665,2020-08-03,3,Monday,8,4,3,2,2020,2020
666,2020-08-02,2,Sunday,8,4,3,2,2020,2020
667,2020-08-01,1,Saturday,8,4,3,2,2020,2020
668,2020-07-31,31,Friday,7,4,3,2,2020,2020
669,2020-07-30,30,Thursday,7,4,3,2,2020,2020
670,2020-07-29,29,Wednesday,7,4,3,2,2020,2020
671,2020-07-28,28,Tuesday,7,4,3,2,2020,2020
672,2020-07-27,27,Monday,7,4,3,2,2020,2020
673,2020-07-26,26,Sunday,7,4,3,2,2020,2020
674,2020-07-25,25,Saturday,7,4,3,2,2020,2020
675,2020-07-24,24,Friday,7,4,3,2,2020,2020
676,2020-07-22,22,Wednesday,7,4,3,2,2020,2020
677,2020-07-21,21,Tuesday,7,4,3,2,2020,2020
678,2020-07-20,20,Monday,7,4,3,2,2020,2020
679,2020-07-19,19,Sunday,7,4,3,2,2020,2020
680,2020-07-18,18,Saturday,7,4,3,2,2020,2020
681,2020-07-17,17,Friday,7,4,3,2,2020,2020
682,2020-07-16,16,Thursday,7,4,3,2,2020,2020
683,2020-07-15,15,Wednesday,7,4,3,2,2020,2020
684,2020-07-14,14,Tuesday,7,4,3,2,2020,2020
685,2020-07-13,13,Monday,7,4,3,2,2020,2020
686,2020-07-12,12,Sunday,7,4,3,2,2020,2020
687,2020-07-11,11,Saturday,7,4,3,2,2020,2020
688,2020-07-10,10,Friday,7,4,3,2,2020,2020
689,2020-07-09,9,Thursday,7,4,3,2,2020,2020
690,2020-07-08,8,Wednesday,7,4,3,2,2020,2020
691,2020-07-07,7,Tuesday,7,4,3,2,2020,2020
692,2020-07-05,5,Sunday,7,4,3,2,2020,2020
693,2020-07-04,4,Saturday,7,4,3,2,2020,2020
694,2020-07-03,3,Friday,7,4,3,2,2020,2020
695,2020-07-02,2,Thursday,7,4,3,2,2020,2020
696,2020-07-01,1,Wednesday,7,4,3,2,2020,2020
697,2020-06-30,30,Tuesday,6,3,2,2,2020,2020
698,2020-06-29,29,Monday,6,3,2,2,2020,2020
699,2020-06-28,28,Sunday,6,3,2,2,2020,2020
700,2020-06-27,27,Saturday,6,3,2,2,2020,2020
701,2020-06-26,26,Friday,6,3,2,2,2020,2020
702,2020-06-25,25,Thursday,6,3,2,2,2020,2020
703,2020-06-23,23,Tuesday,6,3,2,2,2020,2020
704,2020-06-22,22,Monday,6,3,2,2,2020,2020
705,2020-06-21,21,Sunday,6,3,2,2,2020,2020
706,2020-06-20,20,Saturday,6,3,2,2,2020,2020
707,2020-06-19,19,Friday,6,3,2,2,2020,2020
708,2020-06-18,18,Thursday,6,3,2,2,2020,2020
709,2020-06-17,17,Wednesday,6,3,2,2,2020,2020
710,2020-06-16,16,Tuesday,6,3,2,2,2020,2020
711,2020-06-15,15,Monday,6,3,2,2,2020,2020
712,2020-06-14,14,Sunday,6,3,2,2,2020,2020
713,2020-06-13,13,Saturday,6,3,2,2,2020,2020
714,2020-06-12,12,Friday,6,3,2,2,2020,2020
715,2020-06-11,11,Thursday,6,3,2,2,2020,2020
716,2020-06-10,10,Wednesday,6,3,2,2,2020,2020
717,2020-06-08,8,Monday,6,3,2,2,2020,2020
718,2020-06-07,7,Sunday,6,3,2,2,2020,2020
719,2020-06-06,6,Saturday,6,3,2,2,2020,2020
720,2020-06-05,5,Friday,6,3,2,2,2020,2020
721,2020-06-04,4,Thursday,6,3,2,2,2020,2020
722,2020-06-03,3,Wednesday,6,3,2,2,2020,2020
723,2020-06-01,1,Monday,6,3,2,2,2020,2020
724,2020-05-31,31,Sunday,5,3,2,2,2020,2020
725,2020-05-30,30,Saturday,5,3,2,2,2020,2020
726,2020-05-29,29,Friday,5,3,2,2,2020,2020
727,2020-05-28,28,Thursday,5,3,2,2,2020,2020
728,2020-05-27,27,Wednesday,5,3,2,2,2020,2020
729,2020-05-26,26,Tuesday,5,3,2,2,2020,2020
730,2020-05-25,25,Monday,5,3,2,2,2020,2020
731,2020-05-24,24,Sunday,5,3,2,2,2020,2020
732,2020-05-23,23,Saturday,5,3,2,2,2020,2020
733,2020-05-22,22,Friday,5,3,2,2,2020,2020
734,2020-05-21,21,Thursday,5,3,2,2,2020,2020
735,2020-05-20,20,Wednesday,5,3,2,2,2020,2020
736,2020-05-19,19,Tuesday,5,3,2,2,2020,2020
737,2020-05-17,17,Sunday,5,3,2,2,2020,2020
738,2020-05-16,16,Saturday,5,3,2,2,2020,2020
739,2020-05-15,15,Friday,5,3,2,2,2020,2020
740,2020-05-13,13,Wednesday,5,3,2,2,2020,2020
741,2020-05-12,12,Tuesday,5,3,2,2,2020,2020
742,2020-05-11,11,Monday,5,3,2,2,2020,2020
743,2020-05-10,10,Sunday,5,3,2,2,2020,2020
744,2020-05-09,9,Saturday,5,3,2,2,2020,2020
745,2020-05-08,8,Friday,5,3,2,2,2020,2020
746,2020-05-07,7,Thursday,5,3,2,2,2020,2020
747,2020-05-06,6,Wednesday,5,3,2,2,2020,2020
748,2020-05-05,5,Tuesday,5,3,2,2,2020,2020
749,2020-05-04,4,Monday,5,3,2,2,2020,2020
750,2020-05-03,3,Sunday,5,3,2,2,2020,2020
751,2020-05-02,2,Saturday,5,3,2,2,2020,2020
752,2020-05-01,1,Friday,5,3,2,2,2020,2020
753,2020-04-30,30,Thursday,4,2,2,1,2020,2020
754,2020-04-28,28,Tuesday,4,2,2,1,2020,2020
755,2020-04-26,26,Sunday,4,2,2,1,2020,2020
756,2020-04-25,25,Saturday,4,2,2,1,2020,2020
757,2020-04-23,23,Thursday,4,2,2,1,2020,2020
758,2020-04-22,22,Wednesday,4,2,2,1,2020,2020
759,2020-04-19,19,Sunday,4,2,2,1,2020,2020
760,2020-04-18,18,Saturday,4,2,2,1,2020,2020
761,2020-04-16,16,Thursday,4,2,2,1,2020,2020
762,2020-04-15,15,Wednesday,4,2,2,1,2020,2020
763,2020-04-14,14,Tuesday,4,2,2,1,2020,2020
764,2020-04-13,13,Monday,4,2,2,1,2020,2020
765,2020-04-12,12,Sunday,4,2,2,1,2020,2020
766,2020-04-11,11,Saturday,4,2,2,1,2020,2020
767,2020-04-10,10,Friday,4,2,2,1,2020,2020
768,2020-04-08,8,Wednesday,4,2,2,1,2020,2020
769,2020-04-07,7,Tuesday,4,2,2,1,2020,2020
770,2020-04-06,6,Monday,4,2,2,1,2020,2020
771,2020-04-04,4,Saturday,4,2,2,1,2020,2020
772,2020-04-03,3,Friday,4,2,2,1,2020,2020
773,2020-04-02,2,Thursday,4,2,2,1,2020,2020
774,2020-04-01,1,Wednesday,4,2,2,1,2020,2020
775,2020-03-31,31,Tuesday,3,2,1,1,2020,2020
776,2020-03-29,29,Sunday,3,2,1,1,2020,2020
777,2020-03-28,28,Saturday,3,2,1,1,2020,2020
778,2020-03-27,27,Friday,3,2,1,1,2020,2020
779,2020-03-25,25,Wednesday,3,2,1,1,2020,2020
780,2020-03-24,24,Tuesday,3,2,1,1,2020,2020
781,2020-03-23,23,Monday,3,2,1,1,2020,2020
782,2020-03-22,22,Sunday,3,2,1,1,2020,2020
783,2020-03-21,21,Saturday,3,2,1,1,2020,2020
784,2020-03-20,20,Friday,3,2,1,1,2020,2020
785,2020-03-19,19,Thursday,3,2,1,1,2020,2020
786,2020-03-18,18,Wednesday,3,2,1,1,2020,2020
787,2020-03-17,17,Tuesday,3,2,1,1,2020,2020
788,2020-03-15,15,Sunday,3,2,1,1,2020,2020
789,2020-03-14,14,Saturday,3,2,1,1,2020,2020
790,2020-03-07,7,Saturday,3,2,1,1,2020,2020
791,2020-02-23,23,Sunday,2,1,1,1,2020,2020
792,2020-02-22,22,Saturday,2,1,1,1,2020,2020
793,2020-02-21,21,Friday,2,1,1,1,2020,2020
794,2020-02-15,15,Saturday,2,1,1,1,2020,2020
795,2020-02-09,9,Sunday,2,1,1,1,2020,2020
796,2020-02-08,8,Saturday,2,1,1,1,2020,2020
797,2020-02-05,5,Wednesday,2,1,1,1,2020,2020
798,2020-02-04,4,Tuesday,2,1,1,1,2020,2020
799,2020-02-01,1,Saturday,2,1,1,1,2020,2020
800,2020-01-31,31,Friday,1,1,1,1,2020,2020
801,2020-01-26,26,Sunday,1,1,1,1,2020,2020
802,2020-01-25,25,Saturday,1,1,1,1,2020,2020
803,2020-01-23,23,Thursday,1,1,1,1,2020,2020
804,2020-01-20,20,Monday,1,1,1,1,2020,2020
805,2020-01-19,19,Sunday,1,1,1,1,2020,2020
806,2020-01-18,18,Saturday,1,1,1,1,2020,2020
807,2020-01-16,16,Thursday,1,1,1,1,2020,2020
808,2020-01-15,15,Wednesday,1,1,1,1,2020,2020
809,2020-01-12,12,Sunday,1,1,1,1,2020,2020
810,2020-01-10,10,Friday,1,1,1,1,2020,2020
811,2020-01-04,4,Saturday,1,1,1,1,2020,2020
812,2019-12-29,29,Sunday,12,6,4,3,2019,2010
813,2019-12-28,28,Saturday,12,6,4,3,2019,2010
814,2019-12-27,27,Friday,12,6,4,3,2019,2010
815,2019-12-26,26,Thursday,12,6,4,3,2019,2010
816,2019-12-25,25,Wednesday,12,6,4,3,2019,2010
817,2019-12-24,24,Tuesday,12,6,4,3,2019,2010
818,2019-12-23,23,Monday,12,6,4,3,2019,2010
819,2019-12-22,22,Sunday,12,6,4,3,2019,2010
820,2019-12-21,21,Saturday,12,6,4,3,2019,2010
821,2019-12-20,20,Friday,12,6,4,3,2019,2010
822,2019-12-19,19,Thursday,12,6,4,3,2019,2010
823,2019-12-18,18,Wednesday,12,6,4,3,2019,2010
824,2019-12-16,16,Monday,12,6,4,3,2019,2010
825,2019-12-15,15,Sunday,12,6,4,3,2019,2010
826,2019-12-14,14,Saturday,12,6,4,3,2019,2010
827,2019-12-13,13,Friday,12,6,4,3,2019,2010
828,2019-12-12,12,Thursday,12,6,4,3,2019,2010
829,2019-12-11,11,Wednesday,12,6,4,3,2019,2010
830,2019-12-10,10,Tuesday,12,6,4,3,2019,2010
831,2019-12-09,9,Monday,12,6,4,3,2019,2010
832,2019-12-08,8,Sunday,12,6,4,3,2019,2010
833,2019-12-07,7,Saturday,12,6,4,3,2019,2010
834,2019-12-06,6,Friday,12,6,4,3,2019,2010
835,2019-12-05,5,Thursday,12,6,4,3,2019,2010
836,2019-12-04,4,Wednesday,12,6,4,3,2019,2010
837,2019-12-03,3,Tuesday,12,6,4,3,2019,2010
838,2019-12-02,2,Monday,12,6,4,3,2019,2010
839,2019-12-01,1,Sunday,12,6,4,3,2019,2010
840,2019-11-30,30,Saturday,11,6,4,3,2019,2010
841,2019-11-29,29,Friday,11,6,4,3,2019,2010
842,2019-11-28,28,Thursday,11,6,4,3,2019,2010
843,2019-11-27,27,Wednesday,11,6,4,3,2019,2010
844,2019-11-26,26,Tuesday,11,6,4,3,2019,2010
845,2019-11-25,25,Monday,11,6,4,3,2019,2010
846,2019-11-24,24,Sunday,11,6,4,3,2019,2010
847,2019-11-23,23,Saturday,11,6,4,3,2019,2010
848,2019-11-22,22,Friday,11,6,4,3,2019,2010
849,2019-11-21,21,Thursday,11,6,4,3,2019,2010
850,2019-11-20,20,Wednesday,11,6,4,3,2019,2010
851,2019-11-19,19,Tuesday,11,6,4,3,2019,2010
852,2019-11-18,18,Monday,11,6,4,3,2019,2010
853,2019-11-17,17,Sunday,11,6,4,3,2019,2010
854,2019-11-16,16,Saturday,11,6,4,3,2019,2010
855,2019-11-15,15,Friday,11,6,4,3,2019,2010
856,2019-11-14,14,Thursday,11,6,4,3,2019,2010
857,2019-11-13,13,Wednesday,11,6,4,3,2019,2010
858,2019-11-12,12,Tuesday,11,6,4,3,2019,2010
859,2019-11-11,11,Monday,11,6,4,3,2019,2010
860,2019-11-10,10,Sunday,11,6,4,3,2019,2010
861,2019-11-09,9,Saturday,11,6,4,3,2019,2010
862,2019-11-08,8,Friday,11,6,4,3,2019,2010
863,2019-11-07,7,Thursday,11,6,4,3,2019,2010
864,2019-11-06,6,Wednesday,11,6,4,3,2019,2010
865,2019-11-05,5,Tuesday,11,6,4,3,2019,2010
866,2019-11-04,4,Monday,11,6,4,3,2019,2010
867,2019-11-03,3,Sunday,11,6,4,3,2019,2010
868,2019-11-02,2,Saturday,11,6,4,3,2019,2010
869,2019-10-30,30,Wednesday,10,5,4,3,2019,2010
870,2019-10-29,29,Tuesday,10,5,4,3,2019,2010
871,2019-10-28,28,Monday,10,5,4,3,2019,2010
872,2019-10-27,27,Sunday,10,5,4,3,2019,2010
873,2019-10-25,25,Friday,10,5,4,3,2019,2010
874,2019-10-24,24,Thursday,10,5,4,3,2019,2010
875,2019-10-23,23,Wednesday,10,5,4,3,2019,2010
876,2019-10-22,22,Tuesday,10,5,4,3,2019,2010
877,2019-10-21,21,Monday,10,5,4,3,2019,2010
878,2019-10-20,20,Sunday,10,5,4,3,2019,2010
879,2019-10-18,18,Friday,10,5,4,3,2019,2010
880,2019-10-17,17,Thursday,10,5,4,3,2019,2010
881,2019-10-16,16,Wednesday,10,5,4,3,2019,2010
882,2019-10-15,15,Tuesday,10,5,4,3,2019,2010
883,2019-10-14,14,Monday,10,5,4,3,2019,2010
884,2019-10-12,12,Saturday,10,5,4,3,2019,2010
885,2019-10-11,11,Friday,10,5,4,3,2019,2010
886,2019-10-10,10,Thursday,10,5,4,3,2019,2010
887,2019-10-09,9,Wednesday,10,5,4,3,2019,2010
888,2019-10-08,8,Tuesday,10,5,4,3,2019,2010
889,2019-10-07,7,Monday,10,5,4,3,2019,2010
890,2019-10-05,5,Saturday,10,5,4,3,2019,2010
891,2019-10-04,4,Friday,10,5,4,3,2019,2010
892,2019-10-03,3,Thursday,10,5,4,3,2019,2010
893,2019-10-02,2,Wednesday,10,5,4,3,2019,2010
894,2019-10-01,1,Tuesday,10,5,4,3,2019,2010
895,2019-09-30,30,Monday,9,5,3,3,2019,2010
896,2019-09-29,29,Sunday,9,5,3,3,2019,2010
897,2019-09-28,28,Saturday,9,5,3,3,2019,2010
898,2019-09-27,27,Friday,9,5,3,3,2019,2010
899,2019-09-26,26,Thursday,9,5,3,3,2019,2010
900,2019-09-25,25,Wednesday,9,5,3,3,2019,2010
901,2019-09-24,24,Tuesday,9,5,3,3,2019,2010
902,2019-09-23,23,Monday,9,5,3,3,2019,2010
903,2019-09-22,22,Sunday,9,5,3,3,2019,2010
904,2019-09-21,21,Saturday,9,5,3,3,2019,2010
905,2019-09-20,20,Friday,9,5,3,3,2019,2010
906,2019-09-19,19,Thursday,9,5,3,3,2019,2010
907,2019-09-18,18,Wednesday,9,5,3,3,2019,2010
908,2019-09-17,17,Tuesday,9,5,3,3,2019,2010
909,2019-09-14,14,Saturday,9,5,3,3,2019,2010
910,2019-08-25,25,Sunday,8,4,3,2,2019,2010
911,2019-08-18,18,Sunday,8,4,3,2,2019,2010
912,2019-08-17,17,Saturday,8,4,3,2,2019,2010
913,2019-08-04,4,Sunday,8,4,3,2,2019,2010
914,2019-08-03,3,Saturday,8,4,3,2,2019,2010
915,2019-07-27,27,Saturday,7,4,3,2,2019,2010
916,2019-07-21,21,Sunday,7,4,3,2,2019,2010
917,2019-07-19,19,Friday,7,4,3,2,2019,2010
918,2019-06-29,29,Saturday,6,3,2,2,2019,2010
919,2019-06-28,28,Friday,6,3,2,2,2019,2010
920,2019-06-22,22,Saturday,6,3,2,2,2019,2010
921,2019-06-01,1,Saturday,6,3,2,2,2019,2010
922,2019-05-31,31,Friday,5,3,2,2,2019,2010
923,2019-05-30,30,Thursday,5,3,2,2,2019,2010
924,2019-05-28,28,Tuesday,5,3,2,2,2019,2010
925,2019-05-26,26,Sunday,5,3,2,2,2019,2010
926,2019-05-25,25,Saturday,5,3,2,2,2019,2010
927,2019-05-23,23,Thursday,5,3,2,2,2019,2010
